"pid","popgrp","mar","rel","geo2011","ppincome","hhsizer","age","anni_convivenza","anni_istruzione"
640576,2,1,2,2,29376,2,38,5,16
731651,1,1,1,1,399.648742675781,4,46,15,9.5
305961,1,1,2,1,399.648742675781,4,39,13,9.5
401698,1,2,2,1,2651.900390625,7,25,8,10
755010,1,1,2,1,2651.900390625,7,68,46,7
734074,1,1,2,1,2651.900390625,7,64,46,0
795652,1,2,2,1,2651.900390625,7,29,8,12.5
316119,1,1,2,1,5000,4,50,7,18.5
796156,1,1,2,1,5000,4,35,7,18.5
735370,1,1,6,1,7350,2,58,20,5
501627,1,2,6,1,10141.453125,1,60,25,7
668025,1,2,2,2,2739.1044921875,6,30,1,10.5
309867,1,2,2,2,1333.33333333333,3,30,8,10
729169,1,2,2,2,1333.33333333333,3,33,7,11
319239,2,1,2,2,1095,4,42,12,10
319238,2,1,2,2,1095,4,35,12,9
583059,2,1,2,2,2060,5,37,19,10
323956,2,2,2,2,2060,5,37,20,12
310233,1,1,2,2,835.714285714286,7,54,33,5
302304,1,1,2,2,835.714285714286,7,56,33,5
732611,2,2,2,2,1900,8,45,22,5
322206,2,2,2,2,1900,8,60,22,4
727480,2,2,1,2,2354.81015625,5,62,25,7
306589,1,2,2,2,6750,2,32,2,12.5
704189,1,2,2,2,6750,2,25,2,9
720766,1,2,2,1,1000,2,50,30,7
636985,4,1,2,2,17000,2,76,53,12
653862,4,1,2,2,17000,2,75,53,12
718073,1,1,6,1,502.857142857143,7,68,32,0
776547,1,1,2,1,502.857142857143,7,60,43,6
720668,1,1,6,2,2314.05859375,4,62,8,9.5
301340,1,1,2,2,2314.05859375,4,56,8,9.5
767147,1,2,2,1,1090,2,61,45,3
719469,1,1,2,2,861.67080078125,5,60,9,1
767898,1,1,2,2,861.67080078125,5,49,4,6
312244,1,2,2,1,333.333333333333,3,50,20,4
312245,1,2,6,1,333.333333333333,3,56,20,0
651943,4,1,2,2,22500,4,54,30,15
312023,1,1,2,1,1692.5,8,49,24,0
733939,1,1,2,1,1692.5,8,50,24,7
611437,1,1,3,2,23500,4,51,21,13.5
306027,1,2,2,2,2000,3,31,8,12.5
307338,1,1,3,2,5283.1796875,1,35,5,12.5
591141,2,2,1,3,1128.78369140625,4,40,17,7
323475,2,2,1,3,1128.78369140625,4,35,17,7
408879,1,2,2,1,336,5,20,1,12
408840,1,1,2,1,336,5,18,1,10
679529,1,1,2,2,7752.78662109375,4,43,16,12.5
645837,1,1,2,2,7752.78662109375,4,49,16,13.5
309090,1,2,2,1,1983.33333333333,3,33,13,12
722257,1,2,2,1,1983.33333333333,3,33,9,11
315371,1,1,2,2,4725,4,49,22,16.5
310924,1,1,1,1,2350,2,29,1,10
766197,1,1,6,1,2350,2,24,1,12.5
313782,1,1,6,3,907.729437934028,9,56,31,4
303482,1,2,2,2,2286.53955078125,4,48,31,10
621320,4,1,1,2,24511.9375,2,46,8,13.5
323697,2,1,2,2,2768.52109375,5,49,20,9.5
408644,2,2,2,3,1653.33333333333,3,25,4,8
768045,2,2,2,3,1653.33333333333,3,28,4,8
704285,1,1,6,1,2449.91438802083,6,58,43,5
321865,4,1,2,2,9009.5556640625,2,68,45,12
321830,4,1,1,2,9009.5556640625,2,68,45,9.5
306406,1,1,2,2,2358.0361328125,2,42,7,11
307096,1,1,2,2,800,4,42,10,12
726026,1,2,2,2,1306.25,8,33,9,10.5
315133,1,2,2,2,1755,4,41,2,12
736728,1,1,2,2,2351.18603515625,6,45,3,12.5
770287,1,1,2,2,2351.18603515625,6,47,3,11
410609,2,2,2,2,2750,2,21,1,12
734067,2,1,2,2,5683.33333333333,3,36,5,13.5
323964,2,1,2,2,5683.33333333333,3,31,5,11
310514,2,1,2,2,12500,5,52,25,13.5
318142,2,1,2,2,12500,5,47,25,13.5
305758,1,1,2,1,5248.04443359375,4,39,4,12.5
780613,1,1,2,1,5248.04443359375,4,35,4,12.5
624932,4,1,2,2,1875,4,39,10,10
763538,1,1,2,1,2740,5,66,36,11
782450,1,1,2,1,2740,5,72,36,3
323547,2,1,2,2,2452,5,48,22,13.5
323545,2,1,2,2,2452,5,46,23,8
618407,4,1,2,2,3661.10864257812,2,26,2,12
781439,1,1,6,1,1007.79827008929,7,63,44,0
777183,1,1,6,1,1007.79827008929,7,68,44,3
303237,1,2,2,2,1283.33333333333,3,29,5,13.5
753425,1,2,2,2,1283.33333333333,3,38,4,8
743016,1,2,2,2,433.333333333333,3,26,6,9
501302,1,2,4,2,433.333333333333,3,37,6,8
314999,1,1,2,1,1601.42857142857,7,41,9,9
731078,1,1,2,1,1601.42857142857,7,49,9,11
788994,1,2,1,3,2950.28833007812,2,32,1,11
303659,1,2,1,3,2950.28833007812,2,33,1,12
319265,2,1,2,2,2300,5,41,7,12.5
743414,1,1,2,2,2548.57142857143,7,31,10,8
309288,1,1,6,2,2548.57142857143,7,33,10,11
381297,1,1,2,1,428.571428571429,7,58,40,0
381300,1,1,2,1,428.571428571429,7,65,40,0
310805,1,1,2,1,4539.7900390625,4,60,23,11
304447,1,1,2,1,4539.7900390625,4,59,27,10
309887,1,2,2,2,171.428571428571,7,27,9,10
790790,1,2,2,2,171.428571428571,7,23,9,9
738690,1,2,2,2,3550,3,30,2,10
491459,1,2,2,2,3550,3,24,4,9.5
672225,4,1,2,2,37139.6666666667,3,61,36,13.5
653191,4,1,2,2,37139.6666666667,3,61,36,18.5
793642,1,1,2,2,1907.86572265625,4,38,2,12
307006,1,1,2,2,1907.86572265625,4,50,4,13.5
317950,1,1,2,2,1550,2,31,7,10.5
733215,1,1,2,2,1161.44873046875,4,31,4,11
313611,1,1,2,2,1161.44873046875,4,43,4,9.5
726856,2,1,2,2,1766.66666666667,3,23,1,10
491165,2,1,2,2,1766.66666666667,3,20,1,10
315348,1,2,6,1,1654.88195800781,4,35,12,12.5
778720,2,1,2,2,1286.66666666667,15,57,28,0
730930,2,1,2,2,1286.66666666667,15,57,28,5
757605,1,2,2,2,610,5,30,6,12
751208,1,2,6,2,610,5,31,6,12
307377,1,1,2,2,19000,1,55,32,8
615578,4,1,2,2,24750.142578125,2,60,11,15
633662,4,1,2,2,24750.142578125,2,61,11,12
306622,1,2,6,2,396.694213867188,5,55,27,6
308579,1,2,2,2,396.694213867188,5,54,27,7
731595,1,2,6,1,1760.275,5,62,5,0
765578,1,1,2,2,4500,4,32,2,12
307398,1,1,2,2,4500,4,27,5,12.5
304687,1,1,2,1,1226.87475585938,8,68,40,7
738423,1,1,2,1,1226.87475585938,8,66,40,7
748615,1,1,2,1,1226.87475585938,8,30,5,13.5
313620,1,2,6,1,409.331624348958,12,29,3,12
748579,1,1,2,1,409.331624348958,12,24,4,9
734087,1,2,1,1,888.75,8,56,36,7
762515,1,2,2,1,2542,5,20,1,10
311756,1,2,6,1,2542,5,29,1,10
770387,1,2,6,1,850,2,70,10,0
738373,1,2,2,2,3590.49479166667,3,47,2,11
320435,4,1,2,2,4675.887890625,5,56,27,12
320434,4,1,2,2,4675.887890625,5,54,26,10
306169,1,2,2,1,646.837262834821,7,47,25,7
728079,1,1,2,1,646.837262834821,7,46,8,2
591458,1,1,2,2,2500,2,33,1,6
745524,1,1,2,2,2500,2,23,1,12
312738,1,1,2,1,924.444444444444,9,33,5,9.5
302138,1,1,2,2,7416.66666666667,6,38,12,11
775457,2,2,2,2,9250,2,25,2,10
309661,1,1,2,2,2302,2,44,15,12
302902,1,1,2,2,2302,2,45,12,5
766287,1,2,2,2,750,4,31,8,10
304609,1,2,2,2,750,4,37,11,4
315933,1,2,2,1,248,5,34,16,7
722652,2,2,2,3,2054.57142857143,7,43,9,10
761371,1,2,2,3,3400,2,34,7,9
312321,1,2,2,3,3400,2,32,7,6
591404,1,2,2,2,2893.33333333333,3,48,8,10
734835,1,2,2,2,2893.33333333333,3,47,8,13.5
758967,1,2,2,2,5123.33333333333,3,30,9,12.5
301589,1,2,2,2,5123.33333333333,3,36,9,12
312468,1,1,2,1,505.816845703125,5,46,7,11
799017,1,1,2,2,3822.864453125,5,33,16,11
769649,1,1,6,2,3822.864453125,5,41,16,7
664909,4,1,3,2,4495.62760416667,3,30,1,12
310286,1,2,2,1,1953.33333333333,6,59,27,16
311755,1,1,2,1,1953.33333333333,6,51,27,12.5
321757,1,1,2,1,1460,3,36,7,12
321888,1,1,2,2,501.818181818182,11,59,32,0
321885,1,1,2,2,501.818181818182,11,61,32,8
309061,1,2,2,3,227.5,8,52,4,7
742990,1,2,2,3,227.5,8,53,4,8
404006,1,2,2,3,227.5,8,23,2,11
381424,1,2,2,2,1195,4,29,1,11
719305,1,2,2,2,1195,4,31,1,11
324137,2,1,2,2,4600,2,71,30,0
324138,2,1,2,2,4600,2,67,30,6
319474,1,1,2,1,3766.66674804688,1,36,1,9.5
318165,3,1,4,2,5803.33333333333,3,69,46,2
308656,3,1,4,2,5803.33333333333,3,68,46,10
314137,1,1,2,1,255.555555555556,9,69,39,9
314141,1,1,2,1,255.555555555556,9,59,39,8
774702,5,2,2,2,1373.33333333333,3,37,3,13.5
319302,2,1,2,2,1164.28571428571,7,73,49,5
319301,2,1,2,2,1164.28571428571,7,71,49,0
792955,1,2,6,1,631.954296875,5,61,40,4
310830,1,1,2,1,2985.970703125,7,50,28,10
310831,1,1,2,1,2985.970703125,7,55,27,0
671310,2,1,4,2,19125,4,47,11,13.5
667216,2,1,2,2,19125,4,44,11,13.5
720352,1,1,2,1,764.7509765625,6,53,22,12
310869,1,1,2,1,764.7509765625,6,61,22,4
408510,1,2,2,2,741.807861328125,4,23,4,10
771944,2,2,1,2,741.807861328125,4,28,4,12
306336,1,1,2,1,351.666666666667,12,54,17,0
306338,1,1,2,1,351.666666666667,12,64,17,6
322676,2,1,2,2,1812,5,45,9,11
724939,2,1,2,2,1812,5,54,9,12
749708,1,2,2,1,406.25,8,35,13,9
703354,2,2,2,2,870.745239257812,4,22,10,5
323953,2,2,2,2,870.745239257812,4,34,10,10
691941,4,1,2,2,37500,6,55,24,13.5
787343,1,2,2,2,3363.6416015625,3,25,4,12
301822,1,2,2,2,3363.6416015625,3,43,4,10.5
303746,1,1,6,1,4960,5,64,39,9
303747,1,1,2,1,4960,5,59,39,9.5
306172,1,1,2,1,2027.89474826389,9,64,32,7
303858,1,1,2,1,2027.89474826389,9,54,32,9
679173,4,1,2,2,20400,2,67,22,12
629722,4,1,2,2,20400,2,61,22,15
673604,4,1,2,2,3100,2,60,36,9.5
605432,4,1,2,2,3100,2,55,36,10
751088,1,1,2,1,800,2,54,35,7
309588,1,2,2,2,1226.41395399306,9,36,8,11
315536,1,1,2,3,734.996163504464,7,44,13,7
729967,2,1,2,2,7775,4,41,5,13.5
501894,1,1,6,1,576.948303222656,8,49,8,6
744887,1,1,6,1,576.948303222656,8,44,8,0
730116,2,2,2,3,1627.77890625,5,27,7,7
323610,2,2,2,3,1627.77890625,5,26,6,7
313739,1,1,2,1,688.66259765625,12,36,1,10
757031,1,1,2,1,688.66259765625,12,35,5,12
313725,1,1,6,1,688.66259765625,12,56,22,2
313724,1,1,2,1,688.66259765625,12,56,22,2
321450,2,1,2,2,4656.66666666667,3,47,23,12.5
321449,2,1,2,2,4656.66666666667,3,50,23,9.5
321685,2,1,2,2,842,5,54,23,12
321684,2,1,2,2,842,5,61,23,8
322352,2,1,2,3,1830,4,35,13,11
591185,2,1,2,3,1830,4,40,13,12
664631,4,1,2,2,14838.650390625,2,59,37,12
750699,2,1,2,2,5095,4,39,2,12
322652,2,1,2,2,5095,4,50,2,12
313946,1,2,1,1,1688.37548828125,1,58,21,4
322421,1,1,2,2,3200,7,43,1,10
714408,1,1,2,1,3103.75,8,34,1,13.5
305737,1,1,2,1,3103.75,8,34,1,12
314360,1,1,2,1,479.663736979167,6,60,40,7
501920,1,1,1,1,479.663736979167,6,68,40,0
310894,1,1,2,1,617.5,8,43,10,11
734395,1,2,2,2,3610,2,57,37,4
313779,1,2,2,3,527.829345703125,10,40,14,9
313798,1,2,2,3,527.829345703125,10,41,14,12.5
402477,1,2,2,2,1783.89477539062,2,21,2,9
582822,1,1,2,3,8228.57142857143,7,49,33,6
727279,1,2,1,2,766.367594401042,6,35,4,7
752420,2,2,1,2,975,10,35,2,5
412461,2,2,2,2,975,10,21,2,9
741525,2,2,2,2,975,10,23,3,12
773971,2,2,1,2,975,10,32,3,11
761674,2,1,1,2,975,10,53,25,8
761113,2,1,1,2,975,10,62,20,6
309479,1,2,2,2,3166.66666666667,3,38,8,12.5
708681,1,2,2,3,525,6,28,5,9
402401,1,2,2,3,525,6,25,5,11
310204,1,1,2,2,3071,5,41,2,9.5
717927,1,1,2,2,3071,5,33,2,12.5
308633,1,1,2,2,17430.78125,3,42,17,10.5
304960,1,1,2,2,17430.78125,3,48,17,13.5
798067,3,2,5,2,581.25,8,32,8,9
759126,1,2,6,1,8430,6,27,11,6
719669,1,2,6,1,8430,6,41,11,8
736363,1,2,2,2,3200,2,44,5,11
315727,1,2,2,2,3200,2,41,5,11
699957,4,1,2,2,6750,2,52,35,9
702606,1,1,2,2,350,2,34,1,12.5
302907,1,1,1,2,350,2,34,1,12
317922,1,2,2,3,1189.35339355469,4,32,4,9.5
700356,1,2,2,3,1189.35339355469,4,36,3,9.5
324194,1,1,2,2,1973.33333333333,3,44,3,9.5
742495,1,1,2,2,1973.33333333333,3,46,3,11
305690,1,2,2,1,5897.7646484375,2,51,25,11
705195,2,2,2,2,750,4,29,3,10
314041,1,1,2,1,7750,2,34,4,12.5
315335,1,2,2,1,597.794270833333,6,47,30,0
324424,2,1,2,2,3650,2,56,23,9
303843,1,1,1,1,474.545454545455,11,45,14,13.5
303846,1,1,2,1,474.545454545455,11,50,14,5
695120,1,1,2,2,19883.3333333333,6,49,20,12.5
637371,1,1,2,2,19883.3333333333,6,40,20,15
788793,1,1,2,1,566.666666666667,9,32,4,11
662988,4,2,2,2,3900,3,39,7,10
643222,4,2,2,2,3900,3,51,6,12
742016,1,1,6,2,1455.85595703125,10,58,39,6
792690,1,1,6,2,1455.85595703125,10,60,38,6
606212,1,1,2,2,9800,5,63,25,16.5
698300,1,1,2,2,21000,4,44,15,10
381268,1,1,2,2,490,7,58,12,3
381265,1,1,2,2,490,7,69,12,2
306706,1,1,2,2,6230,2,35,4,11
760109,1,1,2,2,6230,2,43,5,10.5
323279,1,1,2,2,7200,5,47,13,13.5
323282,1,1,2,2,7200,5,49,13,16.5
310114,1,2,2,2,654.421691894531,4,47,12,10
310113,1,2,2,2,654.421691894531,4,34,12,10
313106,1,2,1,3,2700,1,46,19,6
309037,1,1,2,1,480,3,30,1,10
303032,1,2,2,1,825,4,48,18,5
303034,1,2,2,1,825,4,48,18,5
312353,1,2,2,2,1075,2,53,23,8
312427,1,2,2,2,1075,2,52,22,5
303780,1,2,1,1,590,2,26,7,9
714555,1,2,2,1,590,2,29,7,8
323580,2,1,2,2,1579.42857142857,7,43,2,9.5
323923,2,1,2,2,1579.42857142857,7,41,2,10.5
324481,2,1,2,2,4611.36328125,2,73,50,5
324482,2,1,2,2,4611.36328125,2,74,50,10
301956,3,1,5,2,4250,6,47,23,12
316647,3,1,5,2,4250,6,49,23,12
724146,1,1,2,2,5800,5,47,22,13.5
303708,1,1,2,2,5800,5,49,22,15
717667,1,2,2,1,925,16,19,2,10
780649,1,1,2,1,925,16,60,30,0
303284,1,2,2,1,925,16,31,9,12
732347,1,2,2,1,925,16,21,2,12
777534,1,1,2,1,925,16,78,30,0
717387,1,2,2,1,925,16,33,9,16
321794,1,1,6,2,935.2,5,46,14,12
319594,1,1,2,2,935.2,5,48,14,7
321639,2,1,2,2,2055,6,51,15,13.5
321645,2,1,2,2,2055,6,51,18,12.5
775941,1,1,2,1,303.333333333333,3,43,24,11
733547,1,1,2,2,2615.4658203125,4,46,15,11
582731,1,2,2,1,1524.1728515625,5,55,25,0
313472,1,2,2,1,1524.1728515625,5,61,25,0
302098,1,1,2,2,1620,4,29,5,10
733225,1,1,2,2,1620,4,35,5,10
767544,1,1,1,1,901.161830357143,7,52,14,7
767722,1,1,2,1,901.161830357143,7,50,14,11
725156,1,2,2,1,2000,3,59,34,5
614661,4,1,2,2,18221.47265625,2,58,39,13.5
310655,2,1,1,2,2100,4,49,25,10
581993,2,1,1,2,2100,4,53,25,12
315472,1,1,2,1,726.666666666667,9,35,14,12
315622,1,1,2,2,1650,2,78,59,0
315621,1,1,2,2,1650,2,90,59,0
301673,1,1,2,2,4500,3,43,12,13.5
301376,1,1,2,2,4500,3,45,12,13.5
321403,1,1,2,1,1550,4,66,48,5
321402,1,1,2,1,1550,4,79,48,7
301128,1,1,2,2,10187.5,4,50,22,13.5
317924,1,2,2,1,380,5,31,13,8
322931,2,1,2,3,1528.33333333333,6,38,1,9
732780,2,1,2,3,1528.33333333333,6,40,1,7
750535,2,2,7,2,443.871948242188,6,18,1,8
323723,2,2,7,2,443.871948242188,6,25,1,9
655570,1,1,2,2,6982.80615234375,2,75,53,9.5
671928,4,1,2,2,16250,4,30,7,12
301896,1,2,2,1,4125,2,59,14,4
721016,1,1,2,1,965.641043526786,7,48,22,8
312039,1,1,2,1,965.641043526786,7,47,20,0
787978,1,2,2,2,10100,2,33,4,9.5
304730,1,2,1,2,10100,2,28,4,12
640458,3,1,5,2,4150,8,58,32,7
644070,3,1,5,2,4150,8,53,32,7
646517,3,1,5,2,4150,8,30,6,12
310679,2,1,2,2,3800,4,67,42,12
322962,2,1,2,2,3800,4,70,42,13.5
305546,1,2,2,1,2629.05249023438,4,69,44,6
731972,1,1,2,1,2629.05249023438,4,63,44,0
725074,1,1,2,2,1104.5,4,52,24,11
301320,1,1,2,2,675.505045572917,6,47,1,8
730483,1,1,2,2,1026.06565504808,13,72,25,0
736496,1,1,2,2,1026.06565504808,13,82,25,0
649961,4,1,2,2,2500,2,53,17,12
627453,4,1,2,2,2500,2,58,17,11
302823,1,1,2,1,512.093343098958,3,42,1,9.5
750337,1,1,2,1,512.093343098958,3,40,1,9.5
302438,1,1,2,2,2575,4,38,14,9.5
570472,4,1,2,2,5606.76513671875,2,80,54,8
310545,4,1,2,2,5606.76513671875,2,76,54,10
591441,1,1,6,2,1200,5,40,10,3
323465,1,1,2,2,1200,5,35,10,10
301863,1,1,1,2,1383.33333333333,6,56,30,12
640401,4,1,2,2,6600,5,35,17,10
625940,4,1,2,2,6600,5,42,17,12.5
726099,4,1,2,2,7383.33333333333,3,33,7,15
774404,1,2,2,2,133.733133951823,6,42,4,11
696209,4,1,2,2,26333.3333333333,3,40,13,15
609502,4,1,2,2,26333.3333333333,3,40,13,16
314417,1,1,1,1,1700,2,74,50,0
314416,1,1,1,1,1700,2,78,50,0
609827,1,1,2,2,3666.66666666667,6,41,9,13.5
646315,1,1,2,2,3666.66666666667,6,38,9,9.5
724252,1,1,2,1,908,5,36,8,10
306580,1,1,2,1,908,5,46,8,10
639488,4,1,2,2,5200,2,76,54,10
682005,4,1,2,2,5200,2,72,54,10
747837,1,1,2,2,5767.378125,5,47,28,15
706025,1,2,2,2,1495,4,45,4,11
730235,1,2,2,2,176.666666666667,3,36,9,8
306258,2,2,2,2,176.666666666667,3,34,9,6
322690,2,1,2,2,1142.77777777778,9,27,5,9
714659,2,1,2,2,1142.77777777778,9,27,5,11
722481,1,1,2,2,616,5,50,21,5
324056,2,1,2,2,616,5,46,21,4
733689,1,1,2,1,1044.44444444444,9,56,12,0
724629,1,1,2,1,1044.44444444444,9,54,12,1
654052,4,1,2,2,62500,2,39,2,18.5
682817,4,1,2,2,19100,2,53,9,12
311717,1,1,2,1,1625.18823242188,4,50,30,5
311726,1,1,2,1,1625.18823242188,4,58,30,0
735296,1,1,2,2,4450,4,35,8,12.5
715752,1,1,2,2,4450,4,36,8,11
381463,1,1,2,2,3100,2,61,25,7
666112,4,1,2,2,36000,3,29,4,15
650909,4,1,2,2,7619.779296875,4,32,8,13.5
306389,1,1,2,1,8400,1,36,8,7
320139,1,1,2,1,1200,4,46,24,11
322037,2,1,2,3,4101.75,4,43,16,12.5
322047,2,1,2,3,4101.75,4,47,16,12
611991,4,1,2,2,9125,4,43,7,15
752184,1,1,2,1,520,7,53,15,10
713293,1,1,2,1,520,7,69,13,0
788116,1,1,2,2,11333.3333333333,3,38,2,13.5
301135,1,1,2,2,11333.3333333333,3,25,2,15
303343,1,1,2,2,1833.33333333333,3,44,7,12
582460,1,1,1,2,2537.5,4,40,10,12.5
704686,1,1,2,2,2537.5,4,38,10,11
308955,1,1,2,2,9287.5,4,62,37,10
779754,2,1,2,2,616.666666666667,6,62,39,7
775790,2,1,2,2,616.666666666667,6,61,39,0
305105,1,1,2,1,1700,2,68,16,5
305106,1,1,2,1,1700,2,66,16,0
318613,1,2,2,1,5000,2,26,1,9
784220,1,2,1,1,5000,2,41,1,6
734217,1,2,4,2,340,4,49,10,0
730513,1,2,7,2,340,4,33,10,12
305554,1,1,6,3,3510.7197265625,3,48,16,7
305553,1,1,6,3,3510.7197265625,3,47,16,11
734185,1,1,2,2,666.666666666667,6,58,43,4
740442,1,1,2,2,666.666666666667,6,60,43,4
730093,2,2,2,2,2393.33333333333,3,28,5,12
324180,2,2,1,2,2393.33333333333,3,29,5,9.5
666319,4,1,2,2,15987.6767578125,4,61,14,13.5
677602,3,1,2,2,15987.6767578125,4,47,14,13.5
302487,1,1,2,1,3200,5,61,12,6
302447,1,1,2,1,3200,5,63,12,16.5
303741,1,2,2,2,1126.66666666667,3,29,4,10
319921,1,2,6,3,1950,4,48,11,10
765078,1,2,1,3,1950,4,56,11,4
304156,1,1,2,2,2763.40795898438,4,35,11,9.5
722284,1,1,2,2,2763.40795898438,4,30,11,10
308673,1,1,2,1,500,4,51,28,7
308671,1,1,2,1,500,4,50,28,9
323136,2,1,2,3,3602.58268229167,9,42,9,6
323134,2,1,2,3,3602.58268229167,9,44,18,5
305972,1,1,2,2,1363.66666666667,3,40,8,9.5
323951,2,1,2,2,1266.66666666667,3,55,27,12
304839,1,2,2,1,483.333333333333,6,35,10,7
719889,1,1,2,2,8112,5,36,1,12
304935,1,1,2,2,8112,5,27,1,13.5
756297,1,2,2,2,1132.87670898438,2,62,15,7
303538,1,2,2,2,1132.87670898438,2,43,2,12
308554,1,1,2,2,3714.397265625,5,64,20,9
308568,1,1,2,2,3714.397265625,5,61,20,9
502155,1,2,2,2,1585,3,26,1,12
715934,2,2,2,2,1585,3,29,1,12
317251,1,1,2,1,1638.33333333333,12,62,22,0
673055,4,1,2,2,21642.482421875,2,64,31,10.5
605228,4,1,2,2,21642.482421875,2,54,31,12
320134,1,1,2,1,2860,5,42,10,16.5
669835,1,1,2,2,10350,6,39,6,11
320491,1,1,2,3,871.708129882812,4,28,3,11
312406,1,2,2,2,900,4,35,4,11
310706,4,1,2,2,6500,2,77,55,12
318471,4,1,2,2,6500,2,75,55,12
570619,1,2,2,3,1476.25,4,39,8,3
307117,1,2,2,3,1476.25,4,35,8,8
709805,3,1,4,2,1044.44444444444,9,68,37,4
308244,3,1,4,2,1044.44444444444,9,32,14,8
778248,3,1,4,2,1044.44444444444,9,66,37,7
308228,3,1,4,2,1044.44444444444,9,46,14,12
725899,1,1,2,1,843.114501953125,6,63,31,0
770143,1,2,1,2,1600,4,30,6,11
302756,1,2,1,2,1600,4,31,6,12.5
779290,1,2,6,2,2533.6552734375,4,43,20,9
311370,1,1,2,2,1800,5,54,28,8
312016,1,1,2,1,5435.18212890625,1,53,1,12.5
664147,3,1,5,2,2600,2,74,45,10
622655,3,1,5,2,2600,2,70,45,7
735060,1,2,2,1,1221.66341145833,3,62,12,3
725232,1,2,1,1,1221.66341145833,3,64,11,3
735339,2,2,2,2,1126.24837239583,3,34,7,10
583041,2,2,2,2,1126.24837239583,3,33,6,9.5
301699,1,1,2,2,3289.30224609375,8,77,32,0
301698,1,1,2,2,3289.30224609375,8,32,2,12.5
301659,1,1,2,2,3289.30224609375,8,63,32,10.5
718950,1,2,2,2,4012.5,4,37,4,9.5
789849,1,2,2,2,4012.5,4,27,4,12
302334,1,1,2,1,390,3,36,9,12
302335,1,1,2,1,390,3,37,9,12
732659,2,1,2,2,4666.66666666667,3,51,25,12
311369,1,2,2,2,2103.29329427083,3,29,12,9.5
318139,2,1,2,2,2591.134765625,2,83,53,8
318140,2,1,2,2,2591.134765625,2,78,53,8
323708,1,1,2,2,1427.5,4,42,5,10
733405,1,1,2,2,1427.5,4,34,5,10
391238,4,1,2,2,3830,2,67,46,8
391239,4,1,2,2,3830,2,68,46,10
304881,1,1,2,3,4246.66666666667,6,59,36,12.5
783209,2,1,2,2,3878.06787109375,4,28,5,11
502012,2,1,2,2,3878.06787109375,4,37,5,9.5
734595,2,2,2,2,25125,4,38,10,15
323412,2,2,2,2,25125,4,31,10,12
693474,4,1,2,2,16978.244140625,2,31,5,12.5
317685,1,1,6,1,1918.57142857143,7,74,46,0
315129,1,1,2,1,1918.57142857143,7,67,46,0
302194,1,1,2,2,4751.08203125,3,32,6,9.5
762287,1,1,2,2,4751.08203125,3,39,6,13.5
660203,4,1,2,2,16489.3203125,2,63,21,12.5
316271,1,1,1,1,395.933907645089,7,49,30,0
676694,3,1,4,2,18066.6666666667,3,71,35,12
639869,3,1,4,2,18066.6666666667,3,76,35,12
307710,1,2,2,2,6000,1,30,5,12.5
313497,1,1,2,1,4500,6,43,15,15
318674,1,1,2,1,960,7,62,40,7
314714,1,1,2,1,960,7,62,40,7
301465,1,1,2,1,1122,5,34,11,12
762459,1,2,6,1,1556.58752441406,4,54,32,3
759788,1,2,6,1,1556.58752441406,4,54,32,1
705039,2,2,2,2,1567.5,4,50,4,9
407813,3,1,5,2,5166.66666666667,3,24,1,12
717476,3,1,5,2,5166.66666666667,3,28,1,12
776034,1,2,2,1,500,6,50,7,9
308808,4,1,2,2,25250,2,52,8,12
308819,4,1,2,2,25250,2,55,6,12
708437,2,1,2,2,526.934525923295,11,78,56,3
305205,2,1,2,2,5500,2,32,6,12
305279,2,1,2,2,5500,2,39,6,12
323756,2,2,2,2,1676.45483398438,2,57,19,6
323255,2,2,2,2,1676.45483398438,2,53,19,5
302127,1,2,6,2,3125,2,27,6,9.5
631536,4,1,2,2,21250,2,57,7,12
618296,4,1,2,2,21250,2,53,7,12
684875,3,1,2,2,11588.2578125,4,33,9,12.5
710185,1,1,6,1,4700,5,53,24,13.5
711471,1,1,6,1,4700,5,49,27,12
304088,1,1,2,1,462.716346153846,13,83,52,8
304032,1,1,2,1,462.716346153846,13,69,52,8
722592,2,1,2,2,458.023748224432,11,43,1,9.5
322726,2,1,2,2,458.023748224432,11,45,2,10
776233,1,2,2,3,931.950744628906,4,36,2,10
312238,1,2,2,1,561.360142299107,7,72,30,0
729625,1,2,2,2,66.6666666666667,3,49,4,7
501618,1,2,2,2,11618.1298828125,4,35,8,12.5
317119,1,1,2,1,9500,2,30,10,12
303529,1,1,2,2,1475,4,37,10,12.5
303528,1,1,2,2,1475,4,35,10,12
750252,2,1,2,2,752,5,62,21,9
305196,1,2,6,2,6661.79248046875,1,31,13,11
735256,1,2,2,1,1285.09939236111,9,49,25,6
730225,1,2,5,1,1285.09939236111,9,46,25,6
310123,1,1,2,2,2813,4,32,7,12
769444,1,1,2,2,2813,4,36,7,11
796685,1,1,7,1,850,4,42,13,7
677083,4,1,2,2,7392.17838541667,3,36,7,12
792821,1,2,2,1,830,10,37,7,9
750593,1,1,2,2,4000,2,23,1,12
303935,1,1,2,2,4000,2,27,1,13.5
738952,1,2,2,2,9000,2,32,4,16
305719,1,2,2,2,9000,2,29,4,16
322105,2,1,2,3,734.285714285714,7,38,9,6
759920,1,1,6,1,1820,6,44,12,10
792306,1,1,2,1,1820,6,36,12,9
730715,1,2,6,3,660,5,54,30,4
317440,1,2,2,3,660,5,56,30,8
582525,2,2,2,2,1463.27954101562,2,44,1,5
